,CO2,Persons,Hour,Light,CO2_Diff
5332,355.0,0,9,156,0.0
5333,355.0,0,9,159,0.0
5334,355.0,0,9,159,0.0
5335,355.0,0,9,159,0.0
5336,355.0,0,9,159,0.0
5337,355.0,0,9,162,0.0
5338,355.0,0,9,162,0.0
5339,355.0,0,9,162,0.0
5340,355.0,0,9,162,0.0
5341,355.0,0,9,162,0.0
5342,355.0,0,9,168,0.0
5343,355.0,0,9,168,0.0
5344,355.0,0,9,168,0.0
5345,355.0,0,9,165,0.0
5346,355.0,0,9,159,0.0
5347,355.0,0,9,159,0.0
5348,355.0,0,9,159,0.0
5349,355.0,0,9,162,0.0
5350,355.0,0,9,165,0.0
5351,355.0,0,9,168,0.0
5352,355.0,0,9,168,0.0
5353,355.0,0,9,168,0.0
5354,355.0,0,9,168,0.0
5355,355.0,0,9,171,0.0
5356,355.0,0,9,171,0.0
5357,355.0,0,9,171,0.0
5358,355.0,0,9,174,0.0
5359,355.0,0,9,174,0.0
5360,355.0,0,9,174,0.0
5361,355.0,0,9,174,0.0
5362,355.0,0,9,177,0.0
5363,355.0,0,9,177,0.0
5364,355.0,0,9,177,0.0
5365,355.0,0,9,177,0.0
5366,355.0,0,9,177,0.0
5367,355.0,0,9,177,0.0
5368,355.0,0,9,183,0.0
5369,355.0,0,9,183,0.0
5370,355.0,0,9,180,0.0
5371,355.0,0,9,177,0.0
5372,355.0,0,9,174,0.0
5373,355.0,0,9,171,0.0
5374,355.0,0,9,171,0.0
5375,355.0,0,9,171,0.0
5376,355.0,0,9,171,0.0
5377,355.0,0,9,171,0.0
5378,355.0,0,9,174,0.0
5379,355.0,0,9,174,0.0
5380,355.0,0,9,177,0.0
5381,355.0,0,9,189,0.0
5382,355.0,0,9,192,0.0
5383,355.0,0,10,192,0.0
5384,355.0,0,10,192,0.0
5385,355.0,0,10,192,0.0
5386,355.0,0,10,192,0.0
5387,355.0,0,10,192,0.0
5388,355.0,0,10,192,0.0
5389,355.0,0,10,189,0.0
5390,355.0,0,10,192,0.0
5391,355.0,0,10,198,0.0
5392,355.0,0,10,198,0.0
5393,355.0,0,10,192,0.0
5394,355.0,0,10,192,0.0
5395,355.0,0,10,192,0.0
5396,355.0,0,10,189,0.0
5397,355.0,0,10,189,0.0
5398,355.0,0,10,189,0.0
5399,355.0,0,10,189,0.0
5400,355.0,0,10,189,0.0
5401,355.0,0,10,189,0.0
5402,355.0,0,10,192,0.0
5403,355.0,0,10,192,0.0
5404,355.0,0,10,189,0.0
5405,355.0,0,10,192,0.0
5406,355.0,0,10,192,0.0
5407,355.0,0,10,195,0.0
5408,355.0,0,10,195,0.0
5409,355.0,0,10,195,0.0
5410,355.0,0,10,189,0.0
5411,355.0,0,10,186,0.0
5412,355.0,0,10,186,0.0
5413,355.0,0,10,186,0.0
5414,355.0,0,10,186,0.0
5415,355.0,0,10,192,0.0
5416,355.0,0,10,201,0.0
5417,355.0,0,10,204,0.0
5418,355.0,0,10,207,0.0
5419,355.0,0,10,207,0.0
5420,355.0,0,10,198,0.0
5421,355.0,0,10,201,0.0
5422,355.0,0,10,204,0.0
5423,355.0,0,10,201,0.0
5424,355.0,0,10,198,0.0
5425,355.0,0,10,195,0.0
5426,355.0,0,10,195,0.0
5427,355.0,0,10,198,0.0
5428,355.0,0,10,201,0.0
5429,355.0,0,10,204,0.0
5430,355.0,0,10,210,0.0
5431,355.0,0,10,210,0.0
5432,355.0,0,10,210,0.0
5433,355.0,0,10,210,0.0
5434,355.0,0,10,207,0.0
5435,355.0,0,10,207,0.0
5436,355.0,0,10,210,0.0
5437,355.0,0,10,210,0.0
5438,355.0,0,10,207,0.0
5439,355.0,0,10,204,0.0
5440,355.0,0,10,204,0.0
5441,355.0,0,10,201,0.0
5442,355.0,0,10,207,0.0
5443,355.0,0,10,207,0.0
5444,355.0,0,10,207,0.0
5445,355.0,0,10,207,0.0
5446,355.0,0,10,207,0.0
5447,355.0,0,10,207,0.0
5448,355.0,0,10,207,0.0
5449,355.0,0,10,210,0.0
5450,355.0,0,10,213,0.0
5451,355.0,0,10,216,0.0
5452,355.0,0,10,216,0.0
5453,355.0,0,10,213,0.0
5454,355.0,0,10,210,0.0
5455,355.0,0,10,213,0.0
5456,355.0,0,10,210,0.0
5457,355.0,0,10,210,0.0
5458,355.0,0,10,213,0.0
5459,355.0,0,10,216,0.0
5460,355.0,0,10,216,0.0
5461,355.0,0,10,213,0.0
5462,355.0,0,10,210,0.0
5463,355.0,0,10,210,0.0
5464,355.0,0,10,213,0.0
5465,355.0,0,10,210,0.0
5466,355.0,0,10,216,0.0
5467,355.0,0,10,213,0.0
5468,355.0,0,10,210,0.0
5469,355.0,0,10,210,0.0
5470,355.0,0,10,213,0.0
5471,355.0,0,10,216,0.0
5472,355.0,0,10,213,0.0
5473,355.0,0,10,216,0.0
5474,355.0,0,10,216,0.0
5475,355.0,0,10,222,0.0
5476,355.0,0,10,222,0.0
5477,355.0,0,10,231,0.0
5478,355.0,0,10,231,0.0
5479,355.0,0,10,231,0.0
5480,355.0,0,10,231,0.0
5481,355.0,0,10,231,0.0
5482,355.0,0,10,240,0.0
5483,355.0,0,10,240,0.0
5484,355.0,0,10,237,0.0
5485,355.0,0,10,237,0.0
5486,355.0,0,10,231,0.0
5487,355.0,0,10,234,0.0
5488,355.0,0,10,231,0.0
5489,355.0,0,10,231,0.0
5490,355.0,0,10,231,0.0
5491,355.0,0,10,231,0.0
5492,355.0,0,10,228,0.0
5493,355.0,0,10,222,0.0
5494,355.0,0,10,222,0.0
5495,355.0,0,10,219,0.0
5496,355.0,0,10,216,0.0
5497,355.0,0,10,228,0.0
5498,355.0,0,10,237,0.0
5499,355.0,0,11,243,0.0
5500,355.0,0,11,240,0.0
5501,355.0,0,11,240,0.0
5502,355.0,0,11,240,0.0
5503,355.0,0,11,243,0.0
5504,355.0,0,11,246,0.0
5505,355.0,0,11,252,0.0
5506,355.0,0,11,255,0.0
5507,355.0,0,11,255,0.0
5508,355.0,0,11,255,0.0
5509,355.0,0,11,258,0.0
5510,355.0,0,11,258,0.0
5511,355.0,0,11,240,0.0
5512,355.0,0,11,246,0.0
5513,355.0,0,11,243,0.0
5514,355.0,0,11,246,0.0
5515,355.0,0,11,246,0.0
5516,355.0,0,11,246,0.0
5517,355.0,0,11,246,0.0
5518,355.0,0,11,249,0.0
5519,355.0,0,11,255,0.0
5520,355.0,0,11,255,0.0
5521,355.0,0,11,255,0.0
5522,355.0,0,11,255,0.0
5523,355.0,0,11,243,0.0
5524,355.0,0,11,243,0.0
5525,355.0,0,11,246,0.0
5526,355.0,0,11,249,0.0
5527,355.0,0,11,243,0.0
5528,355.0,0,11,243,0.0
5529,355.0,0,11,240,0.0
5530,355.0,0,11,243,0.0
5531,355.0,0,11,246,0.0
5532,355.0,0,11,258,0.0
5533,355.0,0,11,261,0.0
5534,355.0,0,11,261,0.0
5535,355.0,0,11,267,0.0
5536,355.0,0,11,267,0.0
5537,355.0,0,11,258,0.0
5538,355.0,0,11,261,0.0
5539,355.0,0,11,258,0.0
5540,355.0,0,11,261,0.0
5541,355.0,0,11,279,0.0
5542,355.0,0,11,276,0.0
5543,355.0,0,11,264,0.0
5544,355.0,0,11,258,0.0
5545,355.0,0,11,252,0.0
5546,355.0,0,11,240,0.0
5547,355.0,0,11,240,0.0
5548,355.0,0,11,240,0.0
5549,355.0,0,11,246,0.0
5550,355.0,0,11,249,0.0
5551,355.0,0,11,258,0.0
5552,355.0,0,11,261,0.0
5553,355.0,0,11,258,0.0
5554,355.0,0,11,252,0.0
5555,355.0,0,11,246,0.0
5556,355.0,0,11,246,0.0
5557,355.0,0,11,252,0.0
5558,355.0,0,11,252,0.0
5559,355.0,0,11,249,0.0
5560,355.0,0,11,240,0.0
5561,355.0,0,11,240,0.0
5562,355.0,0,11,240,0.0
5563,355.0,0,11,243,0.0
5564,355.0,0,11,273,0.0
5565,355.0,0,11,258,0.0
5566,355.0,0,11,255,0.0
5567,355.0,0,11,246,0.0
5568,355.0,0,11,243,0.0
5569,355.0,0,11,243,0.0
5570,355.0,0,11,243,0.0
5571,355.0,0,11,246,0.0
5572,355.0,0,11,252,0.0
5573,355.0,0,11,255,0.0
5574,355.0,0,11,276,0.0
5575,355.0,0,11,276,0.0
5576,355.0,0,11,279,0.0
5577,355.0,0,11,291,0.0
5578,355.0,0,11,285,0.0
5579,355.0,0,11,282,0.0
5580,355.0,0,11,273,0.0
5581,355.0,0,11,261,0.0
5582,355.0,0,11,267,0.0
5583,355.0,0,11,267,0.0
5584,355.0,0,11,258,0.0
5585,355.0,0,11,252,0.0
5586,355.0,0,11,252,0.0
5587,355.0,0,11,252,0.0
5588,355.0,0,11,261,0.0
5589,355.0,0,11,273,0.0
5590,355.0,0,11,267,0.0
5591,355.0,0,11,273,0.0
5592,355.0,0,11,276,0.0
5593,355.0,0,11,294,0.0
5594,355.0,0,11,291,0.0
5595,355.0,0,11,300,0.0
5596,355.0,0,11,282,0.0
5597,355.0,0,11,273,0.0
5598,355.0,0,11,288,0.0
5599,355.0,0,11,288,0.0
5600,355.0,0,11,288,0.0
5601,355.0,0,11,282,0.0
5602,355.0,0,11,285,0.0
5603,355.0,0,11,276,0.0
5604,355.0,0,11,285,0.0
5605,355.0,0,11,312,0.0
5606,355.0,0,11,306,0.0
5607,355.0,0,11,306,0.0
5608,355.0,0,11,297,0.0
5609,355.0,0,11,297,0.0
5610,355.0,0,11,300,0.0
5611,355.0,0,11,315,0.0
5612,355.0,0,11,309,0.0
5613,355.0,0,11,297,0.0
5614,355.0,0,11,288,0.0
5615,355.0,0,12,294,0.0
5616,355.0,0,12,288,0.0
5617,355.0,0,12,273,0.0
5618,355.0,0,12,273,0.0
5619,355.0,0,12,300,0.0
5620,355.0,0,12,306,0.0
5621,355.0,0,12,300,0.0
5622,355.0,0,12,303,0.0
5623,355.0,0,12,285,0.0
5624,355.0,0,12,285,0.0
5625,355.0,0,12,285,0.0
5626,355.0,0,12,303,0.0
5627,355.0,0,12,327,0.0
5628,355.0,0,12,318,0.0
5629,355.0,0,12,330,0.0
5630,355.0,0,12,336,0.0
5631,355.0,0,12,336,0.0
5632,355.0,0,12,336,0.0
5633,355.0,0,12,336,0.0
5634,355.0,0,12,321,0.0
5635,355.0,0,12,330,0.0
5636,355.0,0,12,333,0.0
5637,355.0,0,12,336,0.0
5638,355.0,0,12,336,0.0
5639,355.0,0,12,336,0.0
5640,355.0,0,12,330,0.0
5641,355.0,0,12,318,0.0
5642,355.0,0,12,318,0.0
5643,355.0,0,12,330,0.0
5644,355.0,0,12,336,0.0
5645,355.0,0,12,336,0.0
5646,355.0,0,12,348,0.0
5647,355.0,0,12,339,0.0
5648,355.0,0,12,342,0.0
5649,355.0,0,12,339,0.0
5650,355.0,0,12,339,0.0
5651,355.0,0,12,336,0.0
5652,355.0,0,12,330,0.0
5653,355.0,0,12,345,0.0
5654,355.0,0,12,336,0.0
5655,355.0,0,12,342,0.0
5656,355.0,0,12,333,0.0
5657,355.0,0,12,327,0.0
5658,355.0,0,12,336,0.0
5659,355.0,0,12,324,0.0
5660,355.0,0,12,315,0.0
5661,355.0,0,12,318,0.0
5662,355.0,0,12,312,0.0
5663,355.0,0,12,306,0.0
5664,355.0,0,12,309,0.0
5665,355.0,0,12,306,0.0
5666,355.0,0,12,303,0.0
5667,355.0,0,12,303,0.0
5668,355.0,0,12,306,0.0
5669,355.0,0,12,309,0.0
5670,355.0,0,12,315,0.0
5671,355.0,0,12,330,0.0
5672,355.0,0,12,321,0.0
5673,355.0,0,12,324,0.0
5674,355.0,0,12,333,0.0
5675,355.0,0,12,336,0.0
5676,355.0,0,12,336,0.0
5677,355.0,0,12,336,0.0
5678,355.0,0,12,336,0.0
5679,355.0,0,12,336,0.0
5680,355.0,0,12,333,0.0
5681,355.0,0,12,333,0.0
5682,355.0,0,12,333,0.0
5683,355.0,0,12,336,0.0
5684,355.0,0,12,336,0.0
5685,355.0,0,12,336,0.0
5686,355.0,0,12,330,0.0
5687,355.0,0,12,327,0.0
5688,355.0,0,12,318,0.0
5689,355.0,0,12,324,0.0
5690,355.0,0,12,333,0.0
5691,355.0,0,12,333,0.0
5692,355.0,0,12,333,0.0
5693,355.0,0,12,324,0.0
5694,355.0,0,12,330,0.0
5695,355.0,0,12,330,0.0
5696,355.0,0,12,327,0.0
5697,355.0,0,12,330,0.0
5698,360.0,0,12,648,5.0
5699,360.0,0,12,729,5.0
5700,360.0,0,12,741,5.0
5701,360.0,0,12,732,5.0
5702,360.0,0,12,732,5.0
5703,365.0,0,12,735,10.0
5704,365.0,0,12,735,10.0
5705,365.0,0,12,735,10.0
5706,365.0,0,12,735,10.0
5707,365.0,0,12,738,10.0
5708,365.0,0,12,741,5.0
5709,370.0,0,12,744,10.0
5710,370.0,0,12,753,10.0
5711,370.0,0,12,753,10.0
5712,370.0,0,12,750,10.0
5713,375.0,0,12,750,10.0
5714,375.0,0,12,753,10.0
5715,375.0,0,12,759,10.0
5716,375.0,0,12,753,10.0
5717,375.0,0,12,756,10.0
5718,375.0,0,12,759,10.0
5719,380.0,0,12,756,10.0
5720,380.0,0,12,756,10.0
5721,380.0,0,12,750,10.0
5722,380.0,0,12,750,10.0
5723,380.0,0,12,759,5.0
5724,385.0,0,12,762,10.0
5725,385.0,0,12,765,10.0
5726,385.0,0,12,762,10.0
5727,385.0,0,12,765,10.0
5728,390.0,0,12,765,15.0
5729,390.0,0,12,765,10.0
5730,390.0,0,12,762,10.0
5731,390.0,0,13,759,10.0
5732,390.0,0,13,756,10.0
5733,390.0,0,13,756,10.0
5734,400.0,0,13,759,15.0
5735,400.0,0,13,762,15.0
5736,405.0,0,13,765,20.0
5737,405.0,0,13,765,20.0
5738,405.0,0,13,765,15.0
5739,410.0,0,13,771,20.0
5740,410.0,0,13,774,20.0
5741,410.0,0,13,771,20.0
5742,415.0,0,13,777,25.0
5743,415.0,0,13,768,25.0
5744,420.0,0,13,765,20.0
5745,420.0,0,13,765,20.0
5746,430.0,0,13,762,25.0
5747,435.0,0,13,759,30.0
5748,435.0,0,13,765,30.0
5749,435.0,0,13,765,25.0
5750,440.0,0,13,762,30.0
5751,450.0,0,13,762,40.0
5752,450.0,0,13,762,35.0
5753,455.0,0,13,759,40.0
5754,455.0,0,13,762,35.0
5755,460.0,0,13,759,40.0
5756,460.0,0,13,762,30.0
5757,460.0,0,13,762,25.0
5758,465.0,0,13,762,30.0
5759,465.0,0,13,759,30.0
5760,465.0,0,13,768,25.0
5761,470.0,0,13,771,20.0
5762,470.0,0,13,765,20.0
5763,470.0,0,13,768,15.0
5764,475.0,0,13,768,20.0
5765,475.0,0,13,765,15.0
5766,475.0,0,13,762,15.0
5767,470.0,0,13,762,10.0
5768,450.0,0,13,762,-15.0
5769,440.0,0,13,768,-25.0
5770,440.0,0,13,774,-25.0
5771,440.0,0,13,768,-30.0
5772,435.0,0,13,768,-35.0
5773,435.0,0,13,765,-35.0
5774,445.0,0,13,765,-30.0
5775,460.0,0,13,765,-15.0
5776,470.0,0,13,765,-5.0
5777,475.0,0,13,765,5.0
5778,475.0,0,13,765,25.0
5779,480.0,0,13,771,40.0
5780,490.0,0,13,774,50.0
5781,495.0,0,13,777,55.0
5782,500.0,0,13,768,65.0
5783,510.0,0,13,768,75.0
5784,515.0,0,13,768,70.0
5785,520.0,0,13,765,60.0
5786,530.0,0,13,771,60.0
5787,530.0,0,13,768,55.0
5788,525.0,0,13,765,50.0
5789,525.0,0,13,762,45.0
5790,525.0,0,13,762,35.0
5791,535.0,0,13,765,40.0
5792,545.0,0,13,762,45.0
5793,545.0,0,13,762,35.0
5794,555.0,0,13,759,40.0
5795,560.0,0,13,759,40.0
5796,560.0,0,13,759,30.0
5797,560.0,0,13,762,30.0
5798,560.0,0,13,762,35.0
5799,565.0,0,13,762,40.0
5800,560.0,0,13,762,35.0
5801,565.0,0,13,759,30.0
5802,570.0,0,13,750,25.0
5803,570.0,0,13,741,25.0
5804,570.0,0,13,744,15.0
5805,575.0,0,13,750,15.0
5806,565.0,0,13,750,5.0
5807,575.0,0,13,744,15.0
5808,575.0,0,13,750,15.0
5809,580.0,0,13,747,15.0
5810,575.0,0,13,747,15.0
5811,575.0,0,13,750,10.0
5812,585.0,0,13,759,15.0
5813,585.0,0,13,759,15.0
5814,595.0,1,13,1193,25.0
5815,590.0,1,13,1186,15.0
5816,595.0,1,13,1188,30.0
5817,595.0,1,13,1191,20.0
5818,600.0,1,13,1196,25.0
5819,595.0,1,13,1202,15.0
5820,590.0,1,13,1193,15.0
5821,590.0,1,13,1187,15.0
5822,600.0,0,13,1189,15.0
5823,595.0,0,13,1195,10.0
5824,595.0,0,13,1196,0.0
5825,605.0,1,13,1196,15.0
5826,610.0,1,13,1193,15.0
5827,610.0,1,13,1187,15.0
5828,615.0,1,13,1187,15.0
5829,610.0,1,13,1179,15.0
5830,610.0,1,13,1179,20.0
5831,605.0,1,13,1185,15.0
5832,605.0,1,13,1197,5.0
5833,610.0,1,13,1200,15.0
5834,610.0,1,13,1202,15.0
5835,610.0,1,13,1196,5.0
5836,610.0,1,13,1200,0.0
5837,610.0,1,13,1209,0.0
5838,610.0,1,13,1211,-5.0
5839,615.0,1,13,1212,5.0
5840,620.0,1,13,1218,10.0
5841,625.0,1,13,1224,20.0
5842,635.0,1,13,1221,30.0
5843,640.0,1,13,1225,30.0
5844,640.0,1,13,1229,30.0
5845,645.0,1,13,1226,35.0
5846,650.0,1,13,1225,40.0
5847,835.0,1,13,1223,225.0
5848,840.0,1,14,1226,230.0
5849,840.0,1,14,1224,225.0
5850,845.0,1,14,1227,225.0
5851,845.0,1,14,1230,220.0
5852,845.0,1,14,1233,210.0
5853,845.0,1,14,1227,205.0
5854,840.0,1,14,1233,200.0
5855,840.0,1,14,1235,195.0
5856,845.0,1,14,1236,195.0
5857,850.0,1,14,1228,15.0
5858,855.0,1,14,1227,15.0
5859,850.0,1,14,1224,10.0
5860,850.0,1,14,1214,5.0
5861,845.0,1,14,1227,0.0
5862,845.0,1,14,1219,0.0
5863,850.0,1,14,1222,5.0
5864,855.0,1,14,1222,15.0
5865,855.0,1,14,1224,15.0
5866,860.0,1,14,1224,15.0
5867,855.0,1,14,1226,5.0
5868,860.0,1,14,1223,5.0
5869,860.0,1,14,1225,10.0
5870,860.0,1,14,1223,10.0
5871,860.0,1,14,742,15.0
5872,860.0,1,14,1220,15.0
5873,865.0,1,14,1227,15.0
5874,865.0,1,14,1230,10.0
5875,865.0,1,14,1227,10.0
5876,875.0,1,14,1227,15.0
5877,880.0,1,14,1227,25.0
5878,875.0,1,14,1222,15.0
5879,880.0,1,14,1214,20.0
5880,885.0,0,14,1226,25.0
5881,885.0,0,14,1229,25.0
5882,875.0,0,14,1228,15.0
5883,870.0,0,14,1228,5.0
5884,875.0,0,14,1225,10.0
5885,870.0,0,14,1225,5.0
5886,870.0,0,14,1222,-5.0
5887,870.0,0,14,1219,-10.0
5888,865.0,0,14,1222,-10.0
5889,870.0,0,14,1228,-10.0
5890,870.0,0,14,1243,-15.0
5891,865.0,0,14,1246,-20.0
5892,860.0,0,14,1248,-15.0
5893,840.0,0,14,1243,-30.0
5894,845.0,0,14,1243,-30.0
5895,850.0,0,14,1240,-20.0
5896,860.0,0,14,1237,-10.0
5897,865.0,1,14,1220,-5.0
5898,870.0,1,14,1238,5.0
5899,870.0,1,14,1234,0.0
5900,885.0,1,14,1234,15.0
5901,890.0,0,14,1243,25.0
5902,895.0,0,14,1248,35.0
5903,895.0,1,14,1244,55.0
5904,890.0,1,14,1245,45.0
5905,890.0,1,14,1250,40.0
5906,880.0,1,14,1246,20.0
5907,880.0,1,14,1252,15.0
5908,880.0,1,14,1255,10.0
5909,875.0,1,14,1258,5.0
5910,875.0,1,14,1251,-10.0
5911,875.0,1,14,1248,-15.0
5912,880.0,1,14,1245,-15.0
5913,880.0,1,14,1245,-15.0
5914,890.0,1,14,1242,0.0
5915,900.0,1,14,1242,10.0
5916,905.0,1,14,1240,25.0
5917,910.0,1,14,1234,30.0
5918,910.0,1,14,1234,30.0
5919,910.0,1,14,1234,35.0
5920,910.0,1,14,1240,35.0
5921,910.0,1,14,1234,35.0
5922,910.0,1,14,1235,30.0
5923,920.0,0,14,375,40.0
5924,920.0,0,14,375,30.0
5925,920.0,0,14,375,20.0
5926,920.0,0,14,363,15.0
5927,920.0,0,14,360,10.0
5928,920.0,0,14,360,10.0
5929,920.0,0,14,363,10.0
5930,920.0,0,14,369,10.0
5931,920.0,0,14,366,10.0
5932,920.0,0,14,369,10.0
5933,915.0,0,14,372,-5.0
5934,920.0,0,14,363,0.0
5935,910.0,0,14,363,-10.0
5936,900.0,0,14,360,-20.0
5937,890.0,0,14,357,-30.0
5938,880.0,0,14,351,-40.0
5939,870.0,0,14,351,-50.0
5940,865.0,0,14,345,-55.0
5941,855.0,0,14,339,-65.0
5942,850.0,0,14,336,-70.0
5943,845.0,0,14,336,-70.0
5944,850.0,0,14,342,-70.0
5945,845.0,0,14,333,-65.0
5946,840.0,0,14,333,-60.0
5947,840.0,0,14,333,-50.0
5948,835.0,0,14,330,-45.0
5949,835.0,0,14,327,-35.0
5950,835.0,0,14,324,-30.0
5951,835.0,0,14,324,-20.0
5952,830.0,0,14,321,-20.0
5953,830.0,0,14,315,-15.0
5954,830.0,0,14,312,-20.0
5955,830.0,0,14,309,-15.0
5956,830.0,0,14,303,-10.0
5957,820.0,0,14,300,-20.0
5958,820.0,0,14,297,-15.0
5959,815.0,0,14,297,-20.0
5960,815.0,0,14,294,-20.0
5961,815.0,0,14,288,-20.0
5962,805.0,0,14,291,-25.0
5963,805.0,0,15,297,-25.0
5964,800.0,0,15,300,-30.0
5965,795.0,0,15,309,-35.0
5966,785.0,0,15,312,-45.0
5967,775.0,0,15,318,-45.0
5968,770.0,0,15,327,-50.0
5969,770.0,0,15,327,-45.0
5970,765.0,0,15,327,-50.0
5971,760.0,0,15,321,-55.0
5972,760.0,0,15,309,-45.0
5973,755.0,0,15,309,-50.0
5974,750.0,0,15,309,-50.0
5975,755.0,0,15,309,-40.0
5976,750.0,0,15,306,-35.0
5977,750.0,0,15,306,-25.0
5978,755.0,0,15,306,-15.0
5979,755.0,0,15,306,-15.0
5980,750.0,0,15,309,-15.0
5981,755.0,0,15,306,-5.0
5982,750.0,0,15,306,-10.0
5983,740.0,0,15,306,-15.0
5984,730.0,0,15,303,-20.0
5985,730.0,0,15,297,-25.0
5986,720.0,0,15,294,-30.0
5987,715.0,0,15,291,-35.0
5988,710.0,0,15,288,-45.0
5989,715.0,0,15,288,-40.0
5990,715.0,0,15,282,-35.0
5991,715.0,0,15,282,-40.0
5992,715.0,0,15,282,-35.0
5993,715.0,0,15,279,-25.0
5994,705.0,0,15,276,-25.0
5995,705.0,0,15,270,-25.0
5996,705.0,0,15,267,-15.0
5997,705.0,0,15,264,-10.0
5998,695.0,0,15,261,-15.0
5999,690.0,0,15,267,-25.0
6000,690.0,0,15,267,-25.0
6001,695.0,0,15,267,-20.0
6002,690.0,0,15,264,-25.0
6003,685.0,0,15,267,-30.0
6004,680.0,0,15,267,-25.0
6005,685.0,0,15,264,-20.0
6006,690.0,0,15,261,-15.0
6007,685.0,0,15,264,-20.0
6008,685.0,0,15,261,-10.0
6009,680.0,0,15,258,-10.0
6010,675.0,0,15,255,-15.0
6011,680.0,0,15,255,-15.0
6012,675.0,0,15,249,-15.0
6013,675.0,0,15,249,-10.0
6014,675.0,0,15,243,-5.0
6015,675.0,0,15,240,-10.0
6016,670.0,0,15,240,-20.0
6017,655.0,0,15,240,-30.0
6018,655.0,0,15,243,-30.0
6019,650.0,0,15,246,-30.0
6020,650.0,0,15,246,-25.0
6021,640.0,0,15,243,-40.0
6022,640.0,0,15,243,-35.0
6023,640.0,0,15,240,-35.0
6024,635.0,0,15,237,-40.0
6025,625.0,0,15,237,-50.0
6026,630.0,0,15,240,-40.0
6027,625.0,0,15,240,-30.0
6028,620.0,0,15,234,-35.0
6029,615.0,0,15,231,-35.0
6030,610.0,0,15,231,-40.0
6031,600.0,0,15,228,-40.0
6032,600.0,0,15,222,-40.0
6033,595.0,0,15,219,-45.0
6034,600.0,0,15,219,-35.0
6035,600.0,0,15,219,-25.0
6036,600.0,0,15,219,-30.0
6037,595.0,0,15,216,-30.0
6038,595.0,0,15,216,-25.0
6039,595.0,0,15,216,-20.0
6040,590.0,0,15,213,-20.0
6041,590.0,0,15,213,-10.0
6042,595.0,0,15,213,-5.0
6043,585.0,0,15,213,-10.0
6044,590.0,0,15,213,-10.0
6045,595.0,0,15,210,-5.0
6046,595.0,0,15,210,-5.0
6047,590.0,0,15,207,-5.0
6048,580.0,0,15,201,-15.0
6049,580.0,0,15,198,-15.0
6050,580.0,0,15,198,-10.0
6051,580.0,0,15,195,-10.0
6052,580.0,0,15,192,-15.0
6053,580.0,0,15,192,-5.0
6054,575.0,0,15,192,-15.0
6055,575.0,0,15,192,-20.0
6056,570.0,0,15,192,-25.0
6057,570.0,0,15,192,-20.0
6058,570.0,0,15,192,-10.0
6059,570.0,0,15,192,-10.0
6060,575.0,0,15,192,-5.0
6061,570.0,0,15,192,-10.0
6062,575.0,0,15,189,-5.0
6063,575.0,0,15,186,-5.0
6064,575.0,0,15,183,0.0
6065,575.0,0,15,183,0.0
6066,575.0,0,15,183,5.0
6067,580.0,0,15,183,10.0
6068,580.0,0,15,180,10.0
6069,580.0,0,15,180,10.0
6070,580.0,0,15,177,5.0
6071,580.0,0,15,177,10.0
6072,580.0,0,15,177,5.0
6073,575.0,0,15,174,0.0
6074,575.0,0,15,174,0.0
6075,570.0,0,15,174,-5.0
6076,570.0,0,15,171,-5.0
6077,570.0,0,15,168,-10.0
6078,570.0,0,15,165,-10.0
6079,575.0,0,16,165,-5.0
6080,570.0,0,16,165,-10.0
6081,575.0,0,16,165,-5.0
6082,575.0,0,16,162,-5.0
6083,575.0,0,16,162,0.0
6084,575.0,0,16,162,0.0
6085,575.0,0,16,162,5.0
6086,565.0,0,16,159,-5.0
6087,575.0,0,16,159,5.0
6088,575.0,0,16,159,5.0
6089,570.0,0,16,156,-5.0
6090,565.0,0,16,153,-5.0
6091,565.0,0,16,153,-10.0
6092,560.0,0,16,153,-15.0
6093,565.0,0,16,150,-10.0
6094,555.0,0,16,150,-20.0
6095,560.0,0,16,150,-15.0
6096,555.0,0,16,147,-10.0
6097,550.0,0,16,147,-25.0
6098,545.0,0,16,147,-30.0
6099,540.0,0,16,147,-30.0
6100,540.0,0,16,147,-25.0
6101,535.0,0,16,147,-30.0
6102,535.0,0,16,147,-25.0
6103,535.0,0,16,144,-30.0
6104,530.0,0,16,144,-25.0
6105,530.0,0,16,144,-30.0
6106,530.0,0,16,144,-25.0
6107,525.0,0,16,144,-25.0
6108,525.0,0,16,144,-20.0
6109,525.0,0,16,144,-15.0
6110,525.0,0,16,141,-15.0
6111,525.0,0,16,141,-10.0
6112,520.0,0,16,138,-15.0
6113,520.0,0,16,135,-15.0
6114,520.0,0,16,132,-10.0
6115,520.0,0,16,126,-10.0
6116,510.0,0,16,123,-20.0
6117,510.0,0,16,123,-15.0
6118,515.0,0,16,123,-10.0
6119,505.0,0,16,120,-20.0
6120,500.0,0,16,120,-25.0
6121,495.0,0,16,120,-30.0
6122,495.0,0,16,120,-25.0
6123,495.0,0,16,120,-25.0
6124,495.0,0,16,120,-25.0
6125,495.0,0,16,114,-25.0
6126,495.0,0,16,114,-15.0
6127,500.0,0,16,114,-10.0
6128,490.0,0,16,111,-25.0
6129,490.0,0,16,111,-15.0
6130,490.0,0,16,111,-10.0
6131,495.0,0,16,108,0.0
6132,490.0,0,16,108,-5.0
6133,485.0,0,16,108,-10.0
6134,490.0,0,16,105,-5.0
